provider,model,model_label,prompt_id,iteration_index,family,count,iteration_time_sec
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,85,1,reference-error,14,38.913964999999735
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,87,1,parsing-error,2,110.2490230419935
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,87,1,reference-error,6,110.2490230419935
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,88,1,feature-chaining-feature-not-one,6,60.31434891698882
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,88,1,parsing-error,21,60.31434891698882
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,88,1,reference-error,6,60.31434891698882
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,88,1,type-error,6,60.31434891698882
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,88,2,parsing-error,5,32.21921825000027
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,88,2,type-error,5,32.21921825000027
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,89,1,parsing-error,14,54.10701962499297
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,89,2,parsing-error,14,15.33505441599118
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,89,3,parsing-error,5,42.942479832985555
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,89,4,parsing-error,5,12.052172083000189
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,90,1,parsing-error,10,31.388552832999267
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,90,1,reference-error,2,31.388552832999267
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,91,1,parsing-error,7,60.544008083001245
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,91,2,parsing-error,1,15.825257457996486
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,92,1,parsing-error,1,20.038391875001253
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,93,1,parsing-error,6,44.95510154200019
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,93,1,reference-error,7,44.95510154200019
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,93,2,parsing-error,28,35.601001166010974
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,93,2,reference-error,5,35.601001166010974
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,93,3,reference-error,5,50.555538874992635
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,94,1,parsing-error,9,21.966143207988353
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,94,1,reference-error,2,21.966143207988353
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,94,2,parsing-error,2,53.43692658399232
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,94,2,reference-error,3,53.43692658399232
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,95,1,parsing-error,1,48.43640800000867
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,95,1,reference-error,8,48.43640800000867
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,96,1,parsing-error,2,51.386364124991815
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,96,1,reference-error,1,51.386364124991815
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,96,2,parsing-error,3,39.83206975000212
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,96,3,class-specialization,1,58.148934915996506
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,97,1,parsing-error,3,44.18192966700008
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,97,1,reference-error,3,44.18192966700008
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,100,1,reference-error,5,58.32299612500355
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,104,1,parsing-error,2,58.67592437499843
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,105,1,parsing-error,10,38.62513591599418
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,105,2,parsing-error,10,17.402789625004516
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,105,3,parsing-error,1,16.046650707998197
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,106,1,parsing-error,11,44.91843695899297
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,106,2,parsing-error,1,21.595839917004923
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,107,1,parsing-error,2,35.506832250001025
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,108,1,parsing-error,1,43.03307624999434
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,108,1,reference-error,1,43.03307624999434
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,108,2,parsing-error,1,25.22081391699612
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,108,3,parsing-error,1,56.652849167003296
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,109,1,parsing-error,2,43.53473033300543
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,112,1,parsing-error,14,46.59517029099515
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,113,1,parsing-error,4,45.354023334002704
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,113,1,reference-error,1,45.354023334002704
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,114,1,parsing-error,4,40.14758212500601
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,114,2,parsing-error,1,9.49983916700876
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,115,1,reference-error,4,67.33095745799073
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,116,1,parsing-error,2,53.06518083400442
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,119,1,parsing-error,2,69.52218595799059
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,119,2,parsing-error,2,49.77251387499564
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,119,3,parsing-error,2,45.04405691700231
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,121,1,parsing-error,4,70.47322666698892
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,121,1,reference-error,4,70.47322666698892
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,121,2,parsing-error,8,19.230539916999987
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,122,1,parsing-error,5,62.65761491599551
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,122,1,reference-error,10,62.65761491599551
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,124,1,parsing-error,4,62.868863583003986
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,125,1,parsing-error,3,16.96307500000694
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,125,1,reference-error,6,16.96307500000694
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,125,2,reference-error,6,28.76507079100702
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,129,1,reference-error,6,50.69150387500122
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,129,2,parsing-error,6,16.882914208006696
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,130,1,reference-error,7,19.901534125005128
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,132,1,feature-reference-expression-referent-is-feature,3,44.18942845900892
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,132,1,parsing-error,6,44.18942845900892
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,132,2,parsing-error,3,31.764546125006746
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,134,1,parsing-error,1,48.88517924999178
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,134,1,reference-error,4,48.88517924999178
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,135,1,parsing-error,1,28.71925712499069
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,136,1,reference-error,1,29.532828042007168
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,136,2,parsing-error,1,44.539915207991726
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,136,3,parsing-error,1,48.03931179200299
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,136,4,parsing-error,1,49.85153316700598
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,137,1,parsing-error,4,25.65650245800498
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,137,1,reference-error,4,25.65650245800498
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,137,2,invocation-expression-instantiated-type,3,100.19062554200354
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,137,2,parsing-error,1,100.19062554200354
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,137,2,reference-error,9,100.19062554200354
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,137,3,quantity-operator-expression,4,98.50899866598776
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,137,3,reference-error,10,98.50899866598776
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,138,1,parsing-error,4,50.98228791699512
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,138,1,reference-error,2,50.98228791699512
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,138,2,parsing-error,2,40.20924625000043
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,138,2,reference-error,2,40.20924625000043
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,139,1,parsing-error,8,59.36171179100347
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,139,1,reference-error,10,59.36171179100347
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,140,1,parsing-error,7,49.43710537500738
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,140,1,reference-error,7,49.43710537500738
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,140,2,parsing-error,7,15.00960145899444
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,140,2,reference-error,7,15.00960145899444
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,141,1,reference-error,8,65.82954774999234
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,141,2,reference-error,4,43.91824212500069
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,141,3,parsing-error,6,48.4207927499956
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,142,1,parsing-error,2,67.20464750000974
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,143,1,parsing-error,12,39.42127750000509
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,143,1,reference-error,1,39.42127750000509
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,144,1,parsing-error,7,27.32443995900394
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,144,1,reference-error,5,27.32443995900394
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,144,2,parsing-error,8,34.58103533300164
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,144,3,parsing-error,3,49.206335166993085
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,144,4,parsing-error,12,32.705547167002806
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,144,5,parsing-error,1,72.16172666699276
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,144,6,parsing-error,6,37.734023832992534
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,144,7,parsing-error,1,17.76970741599507
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,144,7,reference-error,1,17.76970741599507
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,146,1,reference-error,1,58.57392204100324
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,147,1,parsing-error,7,89.17362416700053
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,149,1,parsing-error,4,62.19038070899842
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,149,1,reference-error,9,62.19038070899842
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,149,2,reference-error,1,31.54004820800037
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,150,1,reference-error,6,55.572965874991496
mistral_large,mistral-large-latest,Mistral Large,4,1,parsing-error,4,3.759053458998096
mistral_large,mistral-large-latest,Mistral Large,7,1,parsing-error,4,3.716847959003644
mistral_large,mistral-large-latest,Mistral Large,9,1,feature-crossing-specialization,2,5.883897583000362
mistral_large,mistral-large-latest,Mistral Large,9,1,parsing-error,7,5.883897583000362
mistral_large,mistral-large-latest,Mistral Large,9,1,reference-error,3,5.883897583000362
mistral_large,mistral-large-latest,Mistral Large,9,2,feature-crossing-specialization,11,4.719181499996921
