provider,model,prompt_id,iteration_index,pass_at_iteration,error_count,error_families_json,iteration_time_sec,tokens_in,tokens_out,tokens_total,return_code,warning_count,warning_families_json,run_id,session_id,source_path
anthropic,claude-sonnet-4-6,39,1,True,0,{},24.51737845799653,429,451,880,0,0,{},20260220-091441,20260220-091441,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/39/39_refine_manifest.json
anthropic,claude-sonnet-4-6,40,1,True,0,{},16.107024416996865,463,988,1451,0,11,"{""namespace-distinguishability"": 11}",20260220-091505,20260220-091505,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/40/40_refine_manifest.json
anthropic,claude-sonnet-4-6,41,1,True,0,{},9.031375207996462,425,436,861,0,1,"{""namespace-distinguishability"": 1}",20260220-091506,20260220-091506,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/41/41_refine_manifest.json
anthropic,claude-sonnet-4-6,42,1,True,0,{},14.267093707996537,431,1082,1513,0,0,{},20260220-091507,20260220-091507,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/42/42_refine_manifest.json
anthropic,claude-sonnet-4-6,43,1,True,0,{},32.230558583003585,468,973,1441,0,0,{},20260220-091515,20260220-091515,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/43/43_refine_manifest.json
anthropic,claude-sonnet-4-6,44,1,True,0,{},30.058051792002516,424,693,1117,0,0,{},20260220-091516,20260220-091516,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/44/44_refine_manifest.json
anthropic,claude-sonnet-4-6,45,1,True,0,{},21.515148874997976,386,540,926,0,0,{},20260220-091522,20260220-091522,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/45/45_refine_manifest.json
anthropic,claude-sonnet-4-6,46,1,True,0,{},22.341669707995607,429,697,1126,0,0,{},20260220-091523,20260220-091523,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/46/46_refine_manifest.json
anthropic,claude-sonnet-4-6,47,1,True,0,{},7.101079708998441,424,533,957,0,0,{},20260220-091545,20260220-091545,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/47/47_refine_manifest.json
anthropic,claude-sonnet-4-6,48,1,False,4,"{""connector-related-features"": 1, ""parsing-error"": 2, ""reference-error"": 1}",23.35669820899784,468,598,1066,1,0,{},20260220-091547,20260220-091547,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/48/48_refine_manifest.json
anthropic,claude-sonnet-4-6,48,2,True,0,{},8.285509249995812,2290,602,2892,0,0,{},20260220-091547,20260220-091547,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/48/48_refine_manifest.json
anthropic,claude-sonnet-4-6,49,1,True,0,{},24.06933908299834,417,834,1251,0,9,"{""namespace-distinguishability"": 9}",20260220-091547,20260220-091547,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/49/49_refine_manifest.json
anthropic,claude-sonnet-4-6,50,1,True,0,{},24.78375933400821,440,1001,1441,0,5,"{""namespace-distinguishability"": 5}",20260220-091548,20260220-091548,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/50/50_refine_manifest.json
anthropic,claude-sonnet-4-6,51,1,True,0,{},19.876257209005416,418,1128,1546,0,0,{},20260220-091554,20260220-091554,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/51/51_refine_manifest.json
anthropic,claude-sonnet-4-6,52,1,False,1,"{""parsing-error"": 1}",26.791155041995808,438,486,924,1,0,{},20260220-091612,20260220-091612,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/52/52_refine_manifest.json
anthropic,claude-sonnet-4-6,52,2,True,0,{},11.082458832999691,1442,482,1924,0,0,{},20260220-091612,20260220-091612,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/52/52_refine_manifest.json
anthropic,claude-sonnet-4-6,53,1,True,0,{},24.40200349999941,452,382,834,0,14,"{""namespace-distinguishability"": 14}",20260220-091613,20260220-091613,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/53/53_refine_manifest.json
anthropic,claude-sonnet-4-6,54,1,True,0,{},22.04198633300257,452,322,774,0,12,"{""namespace-distinguishability"": 12}",20260220-091615,20260220-091615,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/54/54_refine_manifest.json
anthropic,claude-sonnet-4-6,55,1,True,0,{},27.54604054200172,460,1317,1777,0,87,"{""namespace-distinguishability"": 87}",20260220-091619,20260220-091619,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/55/55_refine_manifest.json
anthropic,claude-sonnet-4-6,56,1,True,0,{},2.8106880410050508,399,148,547,0,0,{},20260220-091639,20260220-091639,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/56/56_refine_manifest.json
anthropic,claude-sonnet-4-6,57,1,True,0,{},13.274621208009194,454,879,1333,0,32,"{""namespace-distinguishability"": 32}",20260220-091639,20260220-091639,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/57/57_refine_manifest.json
anthropic,claude-sonnet-4-6,58,1,True,0,{},14.33940183300001,443,1443,1886,0,26,"{""namespace-distinguishability"": 26}",20260220-091642,20260220-091642,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/58/58_refine_manifest.json
anthropic,claude-sonnet-4-6,59,1,True,0,{},40.126550207991386,444,1162,1606,0,13,"{""namespace-distinguishability"": 13}",20260220-091648,20260220-091648,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/59/59_refine_manifest.json
anthropic,claude-sonnet-4-6,60,1,True,0,{},42.25168045799364,395,1813,2208,0,0,{},20260220-091651,20260220-091651,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/60/60_refine_manifest.json
anthropic,claude-sonnet-4-6,61,1,True,0,{},15.545983667005203,445,1142,1587,0,0,{},20260220-091735,20260220-091735,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/61/61_refine_manifest.json
anthropic,claude-sonnet-4-6,62,1,True,0,{},5.196714667006745,407,248,655,0,3,"{""namespace-distinguishability"": 3}",20260220-091735,20260220-091735,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/62/62_refine_manifest.json
anthropic,claude-sonnet-4-6,63,1,False,4,"{""feature-value-overriding"": 4}",6.983755916997325,435,335,770,1,3,"{""namespace-distinguishability"": 3}",20260220-091735,20260220-091735,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/63/63_refine_manifest.json
anthropic,claude-sonnet-4-6,63,2,True,0,{},4.31534670801193,1533,176,1709,0,0,{},20260220-091735,20260220-091735,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/63/63_refine_manifest.json
anthropic,claude-sonnet-4-6,64,1,True,0,{},6.456727041993872,418,324,742,0,3,"{""namespace-distinguishability"": 3}",20260220-091735,20260220-091735,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/64/64_refine_manifest.json
anthropic,claude-sonnet-4-6,65,1,True,0,{},7.619310416994267,392,395,787,0,0,{},20260220-091741,20260220-091741,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/65/65_refine_manifest.json
anthropic,claude-sonnet-4-6,66,1,True,0,{},7.833034249997581,424,464,888,0,0,{},20260220-091743,20260220-091743,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/66/66_refine_manifest.json
anthropic,claude-sonnet-4-6,67,1,True,0,{},27.559219208007562,422,1393,1815,0,53,"{""namespace-distinguishability"": 53}",20260220-091747,20260220-091747,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/67/67_refine_manifest.json
anthropic,claude-sonnet-4-6,68,1,False,1,"{""parsing-error"": 1}",22.722967249996145,357,1153,1510,1,0,{},20260220-091750,20260220-091750,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/68/68_refine_manifest.json
anthropic,claude-sonnet-4-6,68,2,True,0,{},33.1327569999994,1707,1155,2862,0,0,{},20260220-091750,20260220-091750,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/68/68_refine_manifest.json
anthropic,claude-sonnet-4-6,69,1,True,0,{},18.741248917009216,430,1029,1459,0,30,"{""namespace-distinguishability"": 30}",20260220-091752,20260220-091752,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/69/69_refine_manifest.json
anthropic,claude-sonnet-4-6,70,1,True,0,{},14.405877084005624,392,451,843,0,0,{},20260220-091752,20260220-091752,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/70/70_refine_manifest.json
anthropic,claude-sonnet-4-6,71,1,True,0,{},10.139442499988945,422,833,1255,0,0,{},20260220-091808,20260220-091808,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/71/71_refine_manifest.json
anthropic,claude-sonnet-4-6,72,1,True,0,{},74.38882366599864,494,5477,5971,0,259,"{""namespace-distinguishability"": 259}",20260220-091812,20260220-091812,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/72/72_refine_manifest.json
anthropic,claude-sonnet-4-6,73,1,True,0,{},41.19245737500023,424,1997,2421,0,67,"{""namespace-distinguishability"": 67}",20260220-091816,20260220-091816,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/73/73_refine_manifest.json
anthropic,claude-sonnet-4-6,74,1,False,1,"{""parsing-error"": 1}",29.09926508400531,371,1034,1405,1,11,"{""namespace-distinguishability"": 11}",20260220-091819,20260220-091819,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/74/74_refine_manifest.json
anthropic,claude-sonnet-4-6,74,2,False,1,"{""parsing-error"": 1}",70.74710270800279,2682,918,3600,1,0,{},20260220-091819,20260220-091819,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/74/74_refine_manifest.json
anthropic,claude-sonnet-4-6,74,3,True,0,{},42.10160612501204,1810,1272,3082,0,0,{},20260220-091819,20260220-091819,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/74/74_refine_manifest.json
anthropic,claude-sonnet-4-6,75,1,True,0,{},66.77640750000137,386,409,795,0,0,{},20260220-091848,20260220-091848,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/75/75_refine_manifest.json
anthropic,claude-sonnet-4-6,76,1,True,0,{},56.42089558299631,434,372,806,0,6,"{""namespace-distinguishability"": 6}",20260220-091858,20260220-091858,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/76/76_refine_manifest.json
anthropic,claude-sonnet-4-6,77,1,False,1,"{""parsing-error"": 1}",36.549795583006926,411,1287,1698,1,0,{},20260220-091928,20260220-091928,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/77/77_refine_manifest.json
anthropic,claude-sonnet-4-6,77,2,True,0,{},34.57313062500907,1886,1332,3218,0,0,{},20260220-091928,20260220-091928,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/77/77_refine_manifest.json
anthropic,claude-sonnet-4-6,78,1,True,0,{},9.83168995800952,376,883,1259,0,0,{},20260220-091956,20260220-091956,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/78/78_refine_manifest.json
anthropic,claude-sonnet-4-6,79,1,True,0,{},11.112226874989574,451,1219,1670,0,0,{},20260220-091956,20260220-091956,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/79/79_refine_manifest.json
anthropic,claude-sonnet-4-6,80,1,True,0,{},24.99717266600055,385,456,841,0,0,{},20260220-092007,20260220-092007,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/80/80_refine_manifest.json
