provider,model,prompt_id,first_shot_pass,eventual_pass,iterations_run,iterations_to_success,unresolved_within_cap,first_iteration_error_count,final_error_count,total_error_count_across_iterations,first_failed_then_recovered,wall_time_sec,token_input,token_output,token_total,estimated_cost_usd,run_start_iteration,run_end_iteration,is_resumed_segment,run_id,session_id,source_path
anthropic,claude-sonnet-4-6,11,True,True,1,1,False,0,0,0,False,12.239415042000473,401,996,1397,,1,1,False,20260220-091328,20260220-091328,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/11/11_refine_manifest.json
anthropic,claude-sonnet-4-6,12,True,True,1,1,False,0,0,0,False,5.808209415990859,413,367,780,,1,1,False,20260220-091332,20260220-091332,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/12/12_refine_manifest.json
anthropic,claude-sonnet-4-6,13,True,True,1,1,False,0,0,0,False,10.99155749999045,409,908,1317,,1,1,False,20260220-091334,20260220-091334,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/13/13_refine_manifest.json
anthropic,claude-sonnet-4-6,14,True,True,1,1,False,0,0,0,False,10.224407624991727,416,720,1136,,1,1,False,20260220-091336,20260220-091336,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/14/14_refine_manifest.json
anthropic,claude-sonnet-4-6,15,True,True,1,1,False,0,0,0,False,8.559126833992195,403,564,967,,1,1,False,20260220-091338,20260220-091338,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/15/15_refine_manifest.json
anthropic,claude-sonnet-4-6,16,True,True,1,1,False,0,0,0,False,8.061965957997018,438,536,974,,1,1,False,20260220-091340,20260220-091340,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/16/16_refine_manifest.json
anthropic,claude-sonnet-4-6,17,True,True,1,1,False,0,0,0,False,8.020091833008337,388,487,875,,1,1,False,20260220-091345,20260220-091345,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/17/17_refine_manifest.json
anthropic,claude-sonnet-4-6,18,True,True,1,1,False,0,0,0,False,7.747509042004822,369,445,814,,1,1,False,20260220-091346,20260220-091346,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/18/18_refine_manifest.json
anthropic,claude-sonnet-4-6,19,True,True,1,1,False,0,0,0,False,6.179443125001853,402,383,785,,1,1,False,20260220-091347,20260220-091347,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/19/19_refine_manifest.json
anthropic,claude-sonnet-4-6,20,True,True,1,1,False,0,0,0,False,7.291424208990065,368,397,765,,1,1,False,20260220-091349,20260220-091349,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/20/20_refine_manifest.json
anthropic,claude-sonnet-4-6,21,True,True,1,1,False,0,0,0,False,7.32062870899972,356,468,824,,1,1,False,20260220-091353,20260220-091353,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/21/21_refine_manifest.json
anthropic,claude-sonnet-4-6,22,True,True,1,1,False,0,0,0,False,4.787086416006787,394,253,647,,1,1,False,20260220-091353,20260220-091353,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/22/22_refine_manifest.json
anthropic,claude-sonnet-4-6,23,True,True,1,1,False,0,0,0,False,8.034773834006046,363,512,875,,1,1,False,20260220-091354,20260220-091354,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/23/23_refine_manifest.json
anthropic,claude-sonnet-4-6,24,True,True,1,1,False,0,0,0,False,8.893615041990415,384,553,937,,1,1,False,20260220-091356,20260220-091356,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/24/24_refine_manifest.json
anthropic,claude-sonnet-4-6,25,True,True,1,1,False,0,0,0,False,7.180258624997805,407,440,847,,1,1,False,20260220-091358,20260220-091358,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/25/25_refine_manifest.json
anthropic,claude-sonnet-4-6,26,True,True,1,1,False,0,0,0,False,16.41165908399853,417,1298,1715,,1,1,False,20260220-091400,20260220-091400,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/26/26_refine_manifest.json
anthropic,claude-sonnet-4-6,27,True,True,1,1,False,0,0,0,False,7.853151584000443,380,517,897,,1,1,False,20260220-091402,20260220-091402,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/27/27_refine_manifest.json
anthropic,claude-sonnet-4-6,28,True,True,1,1,False,0,0,0,False,7.998476207998465,374,555,929,,1,1,False,20260220-091404,20260220-091404,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/28/28_refine_manifest.json
anthropic,claude-sonnet-4-6,29,True,True,1,1,False,0,0,0,False,11.767891249997774,396,830,1226,,1,1,False,20260220-091405,20260220-091405,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/29/29_refine_manifest.json
anthropic,claude-sonnet-4-6,30,True,True,1,1,False,0,0,0,False,11.235877125000115,394,849,1243,,1,1,False,20260220-091410,20260220-091410,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/30/30_refine_manifest.json
anthropic,claude-sonnet-4-6,31,True,True,1,1,False,0,0,0,False,14.365523999993457,387,982,1369,,1,1,False,20260220-091422,20260220-091422,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/31/31_refine_manifest.json
anthropic,claude-sonnet-4-6,32,True,True,1,1,False,0,0,0,False,10.085977249997086,387,498,885,,1,1,False,20260220-091422,20260220-091422,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/32/32_refine_manifest.json
anthropic,claude-sonnet-4-6,33,True,True,1,1,False,0,0,0,False,8.818231208992074,383,332,715,,1,1,False,20260220-091422,20260220-091422,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/33/33_refine_manifest.json
anthropic,claude-sonnet-4-6,34,True,True,1,1,False,0,0,0,False,18.520862167002633,363,1568,1931,,1,1,False,20260220-091422,20260220-091422,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/34/34_refine_manifest.json
anthropic,claude-sonnet-4-6,35,False,True,2,2,False,1,0,1,True,34.76091541600181,1490,1026,2516,,1,2,False,20260220-091430,20260220-091430,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/35/35_refine_manifest.json
anthropic,claude-sonnet-4-6,36,True,True,1,1,False,0,0,0,False,10.278159833003883,431,749,1180,,1,1,False,20260220-091431,20260220-091431,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/36/36_refine_manifest.json
anthropic,claude-sonnet-4-6,37,True,True,1,1,False,0,0,0,False,38.990986083008465,424,1158,1582,,1,1,False,20260220-091435,20260220-091435,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/37/37_refine_manifest.json
anthropic,claude-sonnet-4-6,38,True,True,1,1,False,0,0,0,False,26.21720433300652,395,350,745,,1,1,False,20260220-091440,20260220-091440,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/38/38_refine_manifest.json
anthropic,claude-sonnet-4-6,39,True,True,1,1,False,0,0,0,False,25.355891750004957,429,451,880,,1,1,False,20260220-091441,20260220-091441,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/39/39_refine_manifest.json
anthropic,claude-sonnet-4-6,40,True,True,1,1,False,0,0,0,False,18.01760474999901,463,988,1451,,1,1,False,20260220-091505,20260220-091505,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/40/40_refine_manifest.json
anthropic,claude-sonnet-4-6,41,True,True,1,1,False,0,0,0,False,10.373954791997676,425,436,861,,1,1,False,20260220-091506,20260220-091506,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/41/41_refine_manifest.json
anthropic,claude-sonnet-4-6,42,True,True,1,1,False,0,0,0,False,15.211001125004259,431,1082,1513,,1,1,False,20260220-091507,20260220-091507,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/42/42_refine_manifest.json
anthropic,claude-sonnet-4-6,43,True,True,1,1,False,0,0,0,False,33.2995707920054,468,973,1441,,1,1,False,20260220-091515,20260220-091515,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/43/43_refine_manifest.json
anthropic,claude-sonnet-4-6,44,True,True,1,1,False,0,0,0,False,30.947977749994607,424,693,1117,,1,1,False,20260220-091516,20260220-091516,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/44/44_refine_manifest.json
anthropic,claude-sonnet-4-6,45,True,True,1,1,False,0,0,0,False,22.38887591699313,386,540,926,,1,1,False,20260220-091522,20260220-091522,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/45/45_refine_manifest.json
anthropic,claude-sonnet-4-6,46,True,True,1,1,False,0,0,0,False,23.91026270799921,429,697,1126,,1,1,False,20260220-091523,20260220-091523,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/46/46_refine_manifest.json
anthropic,claude-sonnet-4-6,47,True,True,1,1,False,0,0,0,False,8.98768087499775,424,533,957,,1,1,False,20260220-091545,20260220-091545,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/47/47_refine_manifest.json
anthropic,claude-sonnet-4-6,48,False,True,2,2,False,4,0,4,True,32.38683241700346,2758,1200,3958,,1,2,False,20260220-091547,20260220-091547,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/48/48_refine_manifest.json
anthropic,claude-sonnet-4-6,49,True,True,1,1,False,0,0,0,False,25.033887792000314,417,834,1251,,1,1,False,20260220-091547,20260220-091547,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/49/49_refine_manifest.json
anthropic,claude-sonnet-4-6,50,True,True,1,1,False,0,0,0,False,25.751387541007716,440,1001,1441,,1,1,False,20260220-091548,20260220-091548,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/50/50_refine_manifest.json
anthropic,claude-sonnet-4-6,51,True,True,1,1,False,0,0,0,False,21.25207595800748,418,1128,1546,,1,1,False,20260220-091554,20260220-091554,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/51/51_refine_manifest.json
anthropic,claude-sonnet-4-6,52,False,True,2,2,False,1,0,1,True,38.94722104200628,1880,968,2848,,1,2,False,20260220-091612,20260220-091612,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/52/52_refine_manifest.json
anthropic,claude-sonnet-4-6,53,True,True,1,1,False,0,0,0,False,25.388575707998825,452,382,834,,1,1,False,20260220-091613,20260220-091613,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/53/53_refine_manifest.json
anthropic,claude-sonnet-4-6,54,True,True,1,1,False,0,0,0,False,23.292987915992853,452,322,774,,1,1,False,20260220-091615,20260220-091615,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/54/54_refine_manifest.json
anthropic,claude-sonnet-4-6,55,True,True,1,1,False,0,0,0,False,28.635730333990068,460,1317,1777,,1,1,False,20260220-091619,20260220-091619,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/55/55_refine_manifest.json
anthropic,claude-sonnet-4-6,56,True,True,1,1,False,0,0,0,False,4.157128874998307,399,148,547,,1,1,False,20260220-091639,20260220-091639,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/56/56_refine_manifest.json
anthropic,claude-sonnet-4-6,57,True,True,1,1,False,0,0,0,False,14.085181916991132,454,879,1333,,1,1,False,20260220-091639,20260220-091639,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/57/57_refine_manifest.json
anthropic,claude-sonnet-4-6,58,True,True,1,1,False,0,0,0,False,15.600804707995849,443,1443,1886,,1,1,False,20260220-091642,20260220-091642,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/58/58_refine_manifest.json
anthropic,claude-sonnet-4-6,59,True,True,1,1,False,0,0,0,False,41.237966500004404,444,1162,1606,,1,1,False,20260220-091648,20260220-091648,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/59/59_refine_manifest.json
anthropic,claude-sonnet-4-6,60,True,True,1,1,False,0,0,0,False,42.94196716599981,395,1813,2208,,1,1,False,20260220-091651,20260220-091651,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/60/60_refine_manifest.json
anthropic,claude-sonnet-4-6,61,True,True,1,1,False,0,0,0,False,17.76838312498876,445,1142,1587,,1,1,False,20260220-091735,20260220-091735,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/61/61_refine_manifest.json
anthropic,claude-sonnet-4-6,62,True,True,1,1,False,0,0,0,False,7.22030995899695,407,248,655,,1,1,False,20260220-091735,20260220-091735,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/62/62_refine_manifest.json
anthropic,claude-sonnet-4-6,63,False,True,2,2,False,4,0,4,True,13.374834207992535,1968,511,2479,,1,2,False,20260220-091735,20260220-091735,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/63/63_refine_manifest.json
anthropic,claude-sonnet-4-6,64,True,True,1,1,False,0,0,0,False,8.658711167008732,418,324,742,,1,1,False,20260220-091735,20260220-091735,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/64/64_refine_manifest.json
anthropic,claude-sonnet-4-6,65,True,True,1,1,False,0,0,0,False,8.879945249995217,392,395,787,,1,1,False,20260220-091741,20260220-091741,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/65/65_refine_manifest.json
anthropic,claude-sonnet-4-6,66,True,True,1,1,False,0,0,0,False,9.074426166000194,424,464,888,,1,1,False,20260220-091743,20260220-091743,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/66/66_refine_manifest.json
anthropic,claude-sonnet-4-6,67,True,True,1,1,False,0,0,0,False,28.257535583004938,422,1393,1815,,1,1,False,20260220-091747,20260220-091747,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/67/67_refine_manifest.json
anthropic,claude-sonnet-4-6,68,False,True,2,2,False,1,0,1,True,57.065795000002254,2064,2308,4372,,1,2,False,20260220-091750,20260220-091750,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/68/68_refine_manifest.json
anthropic,claude-sonnet-4-6,69,True,True,1,1,False,0,0,0,False,19.806750959003693,430,1029,1459,,1,1,False,20260220-091752,20260220-091752,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/69/69_refine_manifest.json
anthropic,claude-sonnet-4-6,70,True,True,1,1,False,0,0,0,False,15.48276795799029,392,451,843,,1,1,False,20260220-091752,20260220-091752,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/70/70_refine_manifest.json
anthropic,claude-sonnet-4-6,71,True,True,1,1,False,0,0,0,False,11.481641499995021,422,833,1255,,1,1,False,20260220-091808,20260220-091808,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/71/71_refine_manifest.json
anthropic,claude-sonnet-4-6,72,True,True,1,1,False,0,0,0,False,75.62775229199906,494,5477,5971,,1,1,False,20260220-091812,20260220-091812,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/72/72_refine_manifest.json
anthropic,claude-sonnet-4-6,73,True,True,1,1,False,0,0,0,False,41.97369600000093,424,1997,2421,,1,1,False,20260220-091816,20260220-091816,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/73/73_refine_manifest.json
anthropic,claude-sonnet-4-6,74,False,True,3,3,False,1,0,2,True,143.0011974999943,4863,3224,8087,,1,3,False,20260220-091819,20260220-091819,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/74/74_refine_manifest.json
anthropic,claude-sonnet-4-6,75,True,True,1,1,False,0,0,0,False,68.29600254200341,386,409,795,,1,1,False,20260220-091848,20260220-091848,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/75/75_refine_manifest.json
anthropic,claude-sonnet-4-6,76,True,True,1,1,False,0,0,0,False,57.695092291993205,434,372,806,,1,1,False,20260220-091858,20260220-091858,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/76/76_refine_manifest.json
anthropic,claude-sonnet-4-6,77,False,True,2,2,False,1,0,1,True,72.90910024999175,2297,2619,4916,,1,2,False,20260220-091928,20260220-091928,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/77/77_refine_manifest.json
anthropic,claude-sonnet-4-6,78,True,True,1,1,False,0,0,0,False,11.235418583004503,376,883,1259,,1,1,False,20260220-091956,20260220-091956,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/78/78_refine_manifest.json
anthropic,claude-sonnet-4-6,79,True,True,1,1,False,0,0,0,False,12.490107541001635,451,1219,1670,,1,1,False,20260220-091956,20260220-091956,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/79/79_refine_manifest.json
anthropic,claude-sonnet-4-6,80,True,True,1,1,False,0,0,0,False,26.477636708004866,385,456,841,,1,1,False,20260220-092007,20260220-092007,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/80/80_refine_manifest.json
anthropic,claude-sonnet-4-6,81,True,True,1,1,False,0,0,0,False,32.624136124999495,440,1346,1786,,1,1,False,20260220-092008,20260220-092008,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/81/81_refine_manifest.json
anthropic,claude-sonnet-4-6,82,True,True,1,1,False,0,0,0,False,11.976979792001657,391,966,1357,,1,1,False,20260220-092034,20260220-092034,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/82/82_refine_manifest.json
anthropic,claude-sonnet-4-6,83,True,True,1,1,False,0,0,0,False,33.81453179100936,442,475,917,,1,1,False,20260220-092041,20260220-092041,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/83/83_refine_manifest.json
anthropic,claude-sonnet-4-6,84,True,True,1,1,False,0,0,0,False,31.90527045899944,437,334,771,,1,1,False,20260220-092041,20260220-092041,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/84/84_refine_manifest.json
anthropic,claude-sonnet-4-6,85,True,True,1,1,False,0,0,0,False,33.34888466700795,444,649,1093,,1,1,False,20260220-092042,20260220-092042,/Users/chancelavoie/Desktop/AI_AGENT_Benchmarking_Compiler_in_Loop/api_loop/Generated_from_Prompts_API_LOOP_ANTHROPIC/85/85_refine_manifest.json
